name,id_raw,id,division,group,genre,category,url
BALAGUER PIERA ECOCERAMICA,1113,1113,Superdivisión Femenina G1,,female,super-divisio,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=1113
DOC SERVICIOS HISPALIS,2017552,2017552,Superdivisión Femenina G1,,female,super-divisio,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2017552
GIRBAU VIC T.T.,3,3,Superdivisión Femenina G2,,female,super-divisio,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=3
REUS GANXETS MIRÓ,14054,14054,Superdivisión Femenina G2,,female,super-divisio,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=14054
HUJASE JAÉN PARAÍSO INTERIOR,14052,14052,Superdivisión Femenina G2,,female,super-divisio,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=14052
TECNIGEN LINARES,1052,1052,Superdivisión Femenina G2,,female,super-divisio,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=1052
IRUN LEKA ENEA T.M. CHEMA GEWO,1297,1297,Superdivisión Femenina G2,,female,super-divisio,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=1297
C.D.T.M. RIVAS,10828,10828,Superdivisión Femenina G2,,female,super-divisio,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=10828
CTM MILAGROSA,1388,1388,División de Honor Masculina - Grupo 1,1,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=1388
CAMBADOS TENIS DE MESA,221,221,División de Honor Masculina - Grupo 1,1,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=221
PANADERIA SANTY-NARON,132,132,División de Honor Masculina - Grupo 1,1,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=132
PUB PATRIMONIO PONTEVEDRA,1284,1284,División de Honor Masculina - Grupo 1,1,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=1284
VILAGARCIA  TENIS DE MESA,126,126,División de Honor Masculina - Grupo 1,1,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=126
IRUN LEKA ENEA ASCENSORES BIDASOA,139,139,División de Honor Masculina - Grupo 2,2,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=139
ATLETICO SAN SEBASTIAN,16100,16100,División de Honor Masculina - Grupo 2,2,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=16100
ETM TORRELAVEGA,1351,1351,División de Honor Masculina - Grupo 2,2,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=1351
UNIVERSIDAD DE BURGOS - TPF,790,790,División de Honor Masculina - Grupo 2,2,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=790
VASA ARROYO-CDO,50102,50102,División de Honor Masculina - Grupo 2,2,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=50102
HORTITEC ALZIRA TT,193,193,División de Honor Masculina - Grupo 3,3,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=193
PUBLIMAX CAI SANTIAGO T.M.,204,204,División de Honor Masculina - Grupo 3,3,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=204
CETT ESPARREGUERA,40,40,División de Honor Masculina - Grupo 3,3,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=40
QUADIS CENTRE NATACIO MATARO,153,153,División de Honor Masculina - Grupo 3,3,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=153
SOSMATIC BADALONA,1072,1072,División de Honor Masculina - Grupo 3,3,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=1072
SANTJOSEP.NET -  SANT JORDI,911,911,División de Honor Masculina - Grupo 4,4,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=911
C.T.T. OLOT - GABINET PERMAR,811,811,División de Honor Masculina - Grupo 4,4,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=811
TERMOTUR CALELLA,150,150,División de Honor Masculina - Grupo 4,4,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=150
CLUB NATACIÓ SABADELL,10818,10818,División de Honor Masculina - Grupo 4,4,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=10818
GIRBAU VIC T.T.,45,45,División de Honor Masculina - Grupo 4,4,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=45
CLUB TENIS DE MESA MÓSTOLES,283,283,División de Honor Masculina - Grupo 5,5,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=283
TENIS DE MESA PARLA - DRAGO TT,10770,10770,División de Honor Masculina - Grupo 5,5,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=10770
AD COLLADO MEDIANO,56,56,División de Honor Masculina - Grupo 5,5,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=56
TEMESPIN LOS LLANOS DE ARIDANE,331,331,División de Honor Masculina - Grupo 5,5,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=331
TWINNER-SERMA TM TALAVERA,1329,1329,División de Honor Masculina - Grupo 5,5,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=1329
LINARED INFORMATICA LINARES,177,177,División de Honor Masculina - Grupo 6,6,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=177
FRANCISCO R. POMARES S.L. ELCHE,234,234,División de Honor Masculina - Grupo 6,6,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=234
ALSA-CITY CARTAGENA,70,70,División de Honor Masculina - Grupo 6,6,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=70
PINTURAS ANDALUCIA SEVILLA 2015,14009,14009,División de Honor Masculina - Grupo 6,6,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=14009
GEREVI HISPALIS,10067,10067,División de Honor Masculina - Grupo 6,6,male,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=10067
CIDADE DE NARON,788,788,División de Honor Femenina - Grupo 1,1,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=788
VISIT PONTEVEDRA,1308,1308,División de Honor Femenina - Grupo 1,1,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=1308
ILLAS CÍES TM,866,866,División de Honor Femenina - Grupo 1,1,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=866
AUTOESCUELA CINANIA,1260,1260,División de Honor Femenina - Grupo 1,1,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=1260
OROSO ABANCA,648,648,División de Honor Femenina - Grupo 1,1,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=648
TENIS DE MESA PARLA - DRAGO TT,111,111,División de Honor Femenina - Grupo 2,2,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=111
AD COLLADO MEDIANO,10203,10203,División de Honor Femenina - Grupo 2,2,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=10203
C.D. TENIS DE MESA RIVAS,297,297,División de Honor Femenina - Grupo 2,2,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=297
HORTALEZA TM,20191314,20191314,División de Honor Femenina - Grupo 2,2,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=20191314
LEGANES-RIVAS,919,919,División de Honor Femenina - Grupo 2,2,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=919
SON CLADERA TTC,16215,16215,División de Honor Femenina - Grupo 3,3,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=16215
UNIVERSIDAD DE BURGOS - TPF,14065,14065,División de Honor Femenina - Grupo 3,3,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=14065
ETM TORRELAVEGA,581,581,División de Honor Femenina - Grupo 3,3,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=581
ATLÉTICO SAN SEBASTIAN,2017548,2017548,División de Honor Femenina - Grupo 3,3,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2017548
MANUFACTURAS DEPORTIVAS,16211,16211,División de Honor Femenina - Grupo 3,3,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=16211
TENNIS TAULA TRAMUNTANA FIGUERES,10422,10422,División de Honor Femenina - Grupo 4,4,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=10422
SURIS CALELLA,5,5,División de Honor Femenina - Grupo 4,4,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=5
GIRBAU VIC T.T.,16209,16209,División de Honor Femenina - Grupo 4,4,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=16209
UE SANT CUGAT,20191319,20191319,División de Honor Femenina - Grupo 4,4,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=20191319
AUTOESCOLA TATCHEPOL RIPOLLET,4,4,División de Honor Femenina - Grupo 4,4,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=4
VIDRIO SERVICE TM,2017543,2017543,División de Honor Femenina - Grupo 5,5,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2017543
TECNIGEN LINARES,1440,׎4,División de Honor Femenina - Grupo 5,5,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=1440
BEONE BOADILLA,2018826,2018826,División de Honor Femenina - Grupo 5,5,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2018826
CLUB UNIVERSIDAD CATOLICA SAN ANTONIO,20191482,20191482,División de Honor Femenina - Grupo 5,5,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=20191482
TENIS DE MESA ALCALA-VILLALBILLA,2017551,2017551,División de Honor Femenina - Grupo 5,5,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2017551
CLUB TENIS DE MESA VEGAS DEL GENIL,20191255,20191255,División de Honor Femenina - Grupo 6,6,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=20191255
C.T.M. BELCÓN JEREZ,2017553,2017553,División de Honor Femenina - Grupo 6,6,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2017553
AIPARQUET SEVILLA 2015,16220,16220,División de Honor Femenina - Grupo 6,6,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=16220
CIRCULO MERCANTIL E INDUSTRIAL,16202,16202,División de Honor Femenina - Grupo 6,6,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=16202
MAFECONSA HISPALIS,16219,16219,División de Honor Femenina - Grupo 6,6,female,divisio-honor,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=16219
A.D.VINCIOS/ROSQUILLAS CRISTALEIRO,1070,1070,Primera División Masculina - Grupo 1,1,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=1070
T.M. DEFENSE-LA PALMA,329,329,Primera División Masculina - Grupo 1,1,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=329
VILAGARCIA TENIS DE MESA,10537,10537,Primera División Masculina - Grupo 1,1,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=10537
TENEGUIA FRUTAS OLIVAR,20191584,20191584,Primera División Masculina - Grupo 1,1,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=20191584
CD DEZ PORTAS CAFÉ BAR KARLOS,1447,׎;,Primera División Masculina - Grupo 1,1,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=1447
CIRCULO DE AMISTAD-TENERIFE,333,333,Primera División Masculina - Grupo 2,2,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=333
CLUB FIRGONG,13,13,Primera División Masculina - Grupo 2,2,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=13
CTM TABOR AÑAVINGO,74,74,Primera División Masculina - Grupo 2,2,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=74
C.D. TENIS DE MESA TEMEGUESTE,1512,םv,Primera División Masculina - Grupo 2,2,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=1512
C.D. HIDRA LOS REALEJOS,2017363,2017363,Primera División Masculina - Grupo 2,2,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2017363
LA ATALAYA GIJON TENIS DE MESA,589,589,Primera División Masculina - Grupo 3,3,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=589
ETM TORRESPORT,2017348,2017348,Primera División Masculina - Grupo 3,3,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2017348
CLUB DEL MAR,937,937,Primera División Masculina - Grupo 3,3,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=937
HELIOS ASESORIA SERINTE,832,832,Primera División Masculina - Grupo 3,3,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=832
CTM MILAGROSA,20191283,20191283,Primera División Masculina - Grupo 3,3,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=20191283
CAJA RURAL - GALAXIA PHONE,2018812,2018812,Primera División Masculina - Grupo 4,4,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2018812
GURE TALDE,16017,16017,Primera División Masculina - Grupo 4,4,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=16017
CLUB TENIS DE MESA BASAURI,1335,1335,Primera División Masculina - Grupo 4,4,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=1335
VASA ARROYO-CDO,2018813,2018813,Primera División Masculina - Grupo 4,4,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2018813
C.D. PISUERGA T.M./ DRAGO TT,10291,10291,Primera División Masculina - Grupo 4,4,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=10291
SAN SEBASTIAN DE LOS REYES,285,285,Primera División Masculina - Grupo 5,5,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=285
HORTALEZA TM,10759,10759,Primera División Masculina - Grupo 5,5,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=10759
SEGHOS-SAN CRISTOBAL,2017364,2017364,Primera División Masculina - Grupo 5,5,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2017364
ALUCHE T.M. - A,10251,10251,Primera División Masculina - Grupo 5,5,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=10251
CLUB ESCUELA T.M. GETAFE,174,174,Primera División Masculina - Grupo 5,5,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=174
IRUN LEKA ENEA SECURHABITAT,830,830,Primera División Masculina - Grupo 6,6,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=830
MARPEX BERAUN ERRENTERIA TM,2018807,2018807,Primera División Masculina - Grupo 6,6,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2018807
CTM GASTEIZ,10717,10717,Primera División Masculina - Grupo 6,6,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=10717
OBERENA,141,141,Primera División Masculina - Grupo 6,6,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=141
ATLETICO SAN SEBASTIAN,16018,16018,Primera División Masculina - Grupo 6,6,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=16018
CETT ESPARREGUERA,64,64,Primera División Masculina - Grupo 7,7,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=64
REUS GANXETS MIRÓ,157,157,Primera División Masculina - Grupo 7,7,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=157
TERMOSOLAR BORGES,305,305,Primera División Masculina - Grupo 7,7,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=305
CTT MOLLERUSSA PREFABRICATS PUJOL,845,845,Primera División Masculina - Grupo 7,7,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=845
CENTRO NATACION HELIOS,41,41,Primera División Masculina - Grupo 7,7,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=41
C.T.T.SALLENT.RESET,60,60,Primera División Masculina - Grupo 8,8,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=60
C. N.MATARO -QUADIS,759,759,Primera División Masculina - Grupo 8,8,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=759
TITUS BADALONA,66,66,Primera División Masculina - Grupo 8,8,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=66
CLUB NATACIO SABADELL,2018791,2018791,Primera División Masculina - Grupo 8,8,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2018791
C.T.T. ATENEU 1882,151,151,Primera División Masculina - Grupo 8,8,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=151
CTT ELS AMICS TERRASSA,1272,1272,Primera División Masculina - Grupo 9,9,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=1272
C.T.T. OLOT,768,768,Primera División Masculina - Grupo 9,9,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=768
TENNIS TAULA CASSÀ,178,178,Primera División Masculina - Grupo 9,9,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=178
LLUïSOS DE GRACIA - Q2B STUDIO,10586,10586,Primera División Masculina - Grupo 9,9,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=10586
TENNIS TAULA TRAMUNTANA FIGUERES,1016,1016,Primera División Masculina - Grupo 9,9,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=1016
BLANXART XALOC OLESA,816,816,Primera División Masculina - Grupo 10,10,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=816
CTT L'HOSPITALET GRUPO PREVING,10699,10699,Primera División Masculina - Grupo 10,10,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=10699
WBTRAVEL CLUB TENNIS TAULA RIPOLLET,48,48,Primera División Masculina - Grupo 10,10,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=48
U.E. SANT CUGAT,719,719,Primera División Masculina - Grupo 10,10,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=719
ICELAND TT ELS 8 LA GARRIGA,16002,16002,Primera División Masculina - Grupo 10,10,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=16002
SON CLADERA TTC,2017356,2017356,Primera División Masculina - Grupo 11,11,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2017356
ALCOBENDAS TM,810,810,Primera División Masculina - Grupo 11,11,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=810
GOLD-ART CLUB PALMA T.T.,188,188,Primera División Masculina - Grupo 11,11,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=188
TENIS DE MESA PARLA - DRAGO TT,2017771,2017771,Primera División Masculina - Grupo 11,11,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2017771
C.T.M. COSLADA,54,54,Primera División Masculina - Grupo 11,11,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=54
FUENLABRADA TEAM TM,2017697,2017697,Primera División Masculina - Grupo 12,12,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2017697
MADRID C.T.M.,942,942,Primera División Masculina - Grupo 12,12,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=942
FUENCARRAL - EL PARDO TM,20191286,20191286,Primera División Masculina - Grupo 12,12,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=20191286
C.D. TENIS DE MESA RIVAS,183,183,Primera División Masculina - Grupo 12,12,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=183
AD COLLADO MEDIANO,2017355,2017355,Primera División Masculina - Grupo 12,12,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2017355
HORTITEC ALZIRA TT,10826,10826,Primera División Masculina - Grupo 13,13,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=10826
C.D. MAZARRON T.M.,2018809,2018809,Primera División Masculina - Grupo 13,13,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2018809
CTM ALCOY UNIÓN ALCOYANA DE SEGUROS,1108,1108,Primera División Masculina - Grupo 13,13,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=1108
BM ALARCOS TENIS DE MESA CIUDAD REAL,892,892,Primera División Masculina - Grupo 13,13,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=892
CTM ILICITANO,2017357,2017357,Primera División Masculina - Grupo 13,13,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2017357
CTM VEGAS DEL GENIL,15,15,Primera División Masculina - Grupo 14,14,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=15
TM ROQUETAS,1532,1532,Primera División Masculina - Grupo 14,14,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=1532
FRAMUSA TOTANA TM,16338,16338,Primera División Masculina - Grupo 14,14,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=16338
UNIVERSIDAD POLITÉCNICA CARTAGENA TENIS,977,977,Primera División Masculina - Grupo 14,14,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=977
CTM EL PALMAR,2017349,2017349,Primera División Masculina - Grupo 14,14,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2017349
RC LABRADORES,87,87,Primera División Masculina - Grupo 15,15,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=87
EXTREMADURA TM ALMENDRALEJO,14,14,Primera División Masculina - Grupo 15,15,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=14
CLUB TENIS DE MESA TECNIK '87,20191454,20191454,Primera División Masculina - Grupo 15,15,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=20191454
CONSERVAS LOLA,1218,1218,Primera División Masculina - Grupo 15,15,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=1218
CIRCULO MERCANTIL INDUSTRIAL DE SEVILLA,417,417,Primera División Masculina - Grupo 15,15,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=417
CTM ALCALÁ BODEGAS CAMPOAMENO,20191273,20191273,Primera División Masculina - Grupo 16,16,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=20191273
CTM BELCÓN JEREZ,14019,14019,Primera División Masculina - Grupo 16,16,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=14019
TECNIGEN LINARES,22,22,Primera División Masculina - Grupo 16,16,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=22
C.T.M. PORTUENSE -BESPOKE-,2018811,2018811,Primera División Masculina - Grupo 16,16,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2018811
ALFALFA XXI HISPALIS,2017686,2017686,Primera División Masculina - Grupo 16,16,male,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=2017686
CONFITERIA CAPRI PONTEVEDRA,10460,10460,Primera División Femenina - Grupo 1,1,female,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=10460
CLUB DEL MAR DE SAN AMARO,20201857,20201857,Primera División Femenina - Grupo 1,1,female,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=20201857
COFERSA CIDADE DE NARÓN,10044,10044,Primera División Femenina - Grupo 1,1,female,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=10044
C.T.M.CORUÑA,97,97,Primera División Femenina - Grupo 1,1,female,primera-nacional,https://www.rfetm.es/resultados/2020-2021/view.php?eqdat=97
